"Time","opctyngrppub01 : Actives"
2022-06-11 08:00:00,173
2022-06-11 10:00:00,244
2022-06-11 12:00:00,224
2022-06-11 14:00:00,193
2022-06-11 16:00:00,200
2022-06-11 18:00:00,205
2022-06-11 20:00:00,161
2022-06-11 22:00:00,135
2022-06-12 00:00:00,1437
2022-06-12 02:00:00,6040
2022-06-12 04:00:00,5141
2022-06-12 06:00:00,119
2022-06-12 08:00:00,144
2022-06-12 10:00:00,178
2022-06-12 12:00:00,167
2022-06-12 14:00:00,155
2022-06-12 16:00:00,162
2022-06-12 18:00:00,177
2022-06-12 20:00:00,166
2022-06-12 22:00:00,143
2022-06-13 00:00:00,1440
2022-06-13 02:00:00,6009
2022-06-13 04:00:00,5137
2022-06-13 06:00:00,173
2022-06-13 08:00:00,397
2022-06-13 10:00:00,642
2022-06-13 12:00:00,481
2022-06-13 14:00:00,441
2022-06-13 16:00:00,509
2022-06-13 18:00:00,321
2022-06-13 20:00:00,212
2022-06-13 22:00:00,156
2022-06-14 00:00:00,1659
2022-06-14 02:00:00,6318
2022-06-14 04:00:00,5169
2022-06-14 06:00:00,170
2022-06-14 08:00:00,386
2022-06-14 10:00:00,701
2022-06-14 12:00:00,510
2022-06-14 14:00:00,450
2022-06-14 16:00:00,499
2022-06-14 18:00:00,350
2022-06-14 20:00:00,216
2022-06-14 22:00:00,158
2022-06-15 00:00:00,1494
2022-06-15 02:00:00,13861
2022-06-15 04:00:00,15710
2022-06-15 06:00:00,197
2022-06-15 08:00:00,401
2022-06-15 10:00:00,679
2022-06-15 12:00:00,513
2022-06-15 14:00:00,477
2022-06-15 16:00:00,514
2022-06-15 18:00:00,336
2022-06-15 20:00:00,215
2022-06-15 22:00:00,151
2022-06-16 00:00:00,1447
2022-06-16 02:00:00,6487
2022-06-16 04:00:00,5630
2022-06-16 06:00:00,178
2022-06-16 08:00:00,364
2022-06-16 10:00:00,728
2022-06-16 12:00:00,521
2022-06-16 14:00:00,454
2022-06-16 16:00:00,514
2022-06-16 18:00:00,359
2022-06-16 20:00:00,215
2022-06-16 22:00:00,169
2022-06-17 00:00:00,1449
2022-06-17 02:00:00,6143
2022-06-17 04:00:00,5204
2022-06-17 06:00:00,157
2022-06-17 08:00:00,353
2022-06-17 10:00:00,624
2022-06-17 12:00:00,477
2022-06-17 14:00:00,438
2022-06-17 16:00:00,440
2022-06-17 18:00:00,314
2022-06-17 20:00:00,227
2022-06-17 22:00:00,197
2022-06-18 00:00:00,1488
2022-06-18 02:00:00,6171
2022-06-18 04:00:00,5188
2022-06-18 06:00:00,151
2022-06-18 08:00:00,193
2022-06-18 10:00:00,260
2022-06-18 12:00:00,249
2022-06-18 14:00:00,211
2022-06-18 16:00:00,220
2022-06-18 18:00:00,233
2022-06-18 20:00:00,232
2022-06-18 22:00:00,176
2022-06-19 00:00:00,1497
2022-06-19 02:00:00,6122
2022-06-19 04:00:00,5156
2022-06-19 06:00:00,153
2022-06-19 08:00:00,157
2022-06-19 10:00:00,190
2022-06-19 12:00:00,187
2022-06-19 14:00:00,182
2022-06-19 16:00:00,175
2022-06-19 18:00:00,190
2022-06-19 20:00:00,184
2022-06-19 22:00:00,163
2022-06-20 00:00:00,1463
2022-06-20 02:00:00,6118
2022-06-20 04:00:00,5130
2022-06-20 06:00:00,179
2022-06-20 08:00:00,448
2022-06-20 10:00:00,675
2022-06-20 12:00:00,500
2022-06-20 14:00:00,452
2022-06-20 16:00:00,499
2022-06-20 18:00:00,354
2022-06-20 20:00:00,213
2022-06-20 22:00:00,193
2022-06-21 00:00:00,1483
2022-06-21 02:00:00,6157
2022-06-21 04:00:00,5181
2022-06-21 06:00:00,162
2022-06-21 08:00:00,405
2022-06-21 10:00:00,689
2022-06-21 12:00:00,534
2022-06-21 14:00:00,509
2022-06-21 16:00:00,548
2022-06-21 18:00:00,367
2022-06-21 20:00:00,241
2022-06-21 22:00:00,171
2022-06-22 00:00:00,1492
2022-06-22 02:00:00,6176
2022-06-22 04:00:00,5220
2022-06-22 06:00:00,175
2022-06-22 08:00:00,432
2022-06-22 10:00:00,665
2022-06-22 12:00:00,494
2022-06-22 14:00:00,463
2022-06-22 16:00:00,505
2022-06-22 22:00:00,172
2022-06-23 00:00:00,1473
2022-06-23 02:00:00,6199
2022-06-23 04:00:00,5203
2022-06-23 06:00:00,185
2022-06-23 08:00:00,401
2022-06-23 10:00:00,692
2022-06-23 12:00:00,539
2022-06-23 14:00:00,526
2022-06-23 16:00:00,532
2022-06-23 18:00:00,384
2022-06-23 20:00:00,231
2022-06-23 22:00:00,165
2022-06-24 00:00:00,1490
2022-06-24 02:00:00,6195
2022-06-24 04:00:00,5225
2022-06-24 06:00:00,173
2022-06-24 08:00:00,403
2022-06-24 10:00:00,643
2022-06-24 12:00:00,519
2022-06-24 14:00:00,461
2022-06-24 16:00:00,483
2022-06-24 18:00:00,365
2022-06-24 20:00:00,230
2022-06-24 22:00:00,160
2022-06-25 00:00:00,1483
2022-06-25 02:00:00,6167
2022-06-25 04:00:00,5182
2022-06-25 06:00:00,142
2022-06-25 08:00:00,187
2022-06-25 10:00:00,260
2022-06-25 12:00:00,275
2022-06-25 14:00:00,223
2022-06-25 16:00:00,204
2022-06-25 18:00:00,220
2022-06-25 20:00:00,208
2022-06-25 22:00:00,163
2022-06-26 00:00:00,1475
2022-06-26 02:00:00,6162
2022-06-26 04:00:00,5161
2022-06-26 06:00:00,148
2022-06-26 08:00:00,150
2022-06-26 10:00:00,178
2022-06-26 12:00:00,183
2022-06-26 14:00:00,158
2022-06-26 16:00:00,168
2022-06-26 18:00:00,186
2022-06-26 20:00:00,168
2022-06-26 22:00:00,154
2022-06-27 00:00:00,1471
2022-06-27 02:00:00,6129
2022-06-27 04:00:00,5130
2022-06-27 06:00:00,168
2022-06-27 08:00:00,418
2022-06-27 10:00:00,670
2022-06-27 12:00:00,523
2022-06-27 14:00:00,499
2022-06-27 16:00:00,520
2022-06-27 18:00:00,337
2022-06-27 20:00:00,200
2022-06-27 22:00:00,151
2022-06-28 00:00:00,1476
2022-06-28 02:00:00,6208
2022-06-28 04:00:00,5206
2022-06-28 06:00:00,164
2022-06-28 08:00:00,413
2022-06-28 10:00:00,685
2022-06-28 12:00:00,543
2022-06-28 14:00:00,513
2022-06-28 16:00:00,550
2022-06-28 18:00:00,382
2022-06-28 20:00:00,203
2022-06-28 22:00:00,154
2022-06-29 00:00:00,1491
2022-06-29 02:00:00,7376
2022-06-29 04:00:00,6787
2022-06-29 06:00:00,148
2022-06-29 08:00:00,370
2022-06-29 10:00:00,635
2022-06-29 12:00:00,505
2022-06-29 14:00:00,464
2022-06-29 16:00:00,485
2022-06-29 18:00:00,341
2022-06-29 20:00:00,216
2022-06-29 22:00:00,175
2022-06-30 00:00:00,1480
2022-06-30 02:00:00,6213
2022-06-30 04:00:00,5264
2022-06-30 06:00:00,145
2022-06-30 08:00:00,399
2022-06-30 10:00:00,702
2022-06-30 12:00:00,509
2022-06-30 14:00:00,484
2022-06-30 16:00:00,509
2022-06-30 18:00:00,352
2022-06-30 20:00:00,214
2022-06-30 22:00:00,154
2022-07-01 00:00:00,1478
2022-07-01 02:00:00,7396
2022-07-01 04:00:00,6895
2022-07-01 06:00:00,164
2022-07-01 08:00:00,378
2022-07-01 10:00:00,684
2022-07-01 12:00:00,531
2022-07-01 14:00:00,457
2022-07-01 16:00:00,498
2022-07-01 18:00:00,321
2022-07-01 20:00:00,219
2022-07-01 22:00:00,165
2022-07-02 00:00:00,1492
2022-07-02 02:00:00,6280
2022-07-02 04:00:00,5298
2022-07-02 06:00:00,134
2022-07-02 08:00:00,175
2022-07-02 10:00:00,251
2022-07-02 12:00:00,244
2022-07-02 14:00:00,197
2022-07-02 16:00:00,206
2022-07-02 18:00:00,210
2022-07-02 20:00:00,198
2022-07-02 22:00:00,155
2022-07-03 00:00:00,1476
2022-07-03 02:00:00,6185
2022-07-03 04:00:00,5215
2022-07-03 06:00:00,123
2022-07-03 08:00:00,138
2022-07-03 10:00:00,166
2022-07-03 12:00:00,179
2022-07-03 14:00:00,157
2022-07-03 16:00:00,151
2022-07-03 18:00:00,166
2022-07-03 20:00:00,195
2022-07-03 22:00:00,153
2022-07-04 00:00:00,1472
2022-07-04 02:00:00,6176
2022-07-04 04:00:00,5177
2022-07-04 06:00:00,148
2022-07-04 08:00:00,413
2022-07-04 10:00:00,684
2022-07-04 12:00:00,476
2022-07-04 14:00:00,481
2022-07-04 16:00:00,529
2022-07-04 18:00:00,325
2022-07-04 20:00:00,203
2022-07-04 22:00:00,159
2022-07-05 00:00:00,1488
2022-07-05 02:00:00,6223
2022-07-05 04:00:00,5257
2022-07-05 06:00:00,163
2022-07-05 08:00:00,396
2022-07-05 10:00:00,725
2022-07-05 12:00:00,527
2022-07-05 14:00:00,500
2022-07-05 16:00:00,528
2022-07-05 18:00:00,356
2022-07-05 20:00:00,221
2022-07-05 22:00:00,160
2022-07-06 00:00:00,1485
2022-07-06 02:00:00,6247
2022-07-06 04:00:00,5256
2022-07-06 06:00:00,149
2022-07-06 08:00:00,377
2022-07-06 10:00:00,635
2022-07-06 12:00:00,508
2022-07-06 14:00:00,454
2022-07-06 16:00:00,468
2022-07-06 18:00:00,369
2022-07-06 20:00:00,209
2022-07-06 22:00:00,165
2022-07-07 00:00:00,1507
2022-07-07 02:00:00,6235
2022-07-07 04:00:00,5276
2022-07-07 06:00:00,149
2022-07-07 08:00:00,350
2022-07-07 10:00:00,617
2022-07-07 12:00:00,491
2022-07-07 14:00:00,457
2022-07-07 16:00:00,493
2022-07-07 18:00:00,340
2022-07-07 20:00:00,208
2022-07-07 22:00:00,167
2022-07-08 00:00:00,1496
2022-07-08 02:00:00,6261
2022-07-08 04:00:00,5281
2022-07-08 06:00:00,161
2022-07-08 08:00:00,361
2022-07-08 10:00:00,603
2022-07-08 12:00:00,466
2022-07-08 14:00:00,420
2022-07-08 16:00:00,430
2022-07-08 18:00:00,333
2022-07-08 20:00:00,240
2022-07-08 22:00:00,166
2022-07-09 00:00:00,1508
2022-07-09 02:00:00,6296
2022-07-09 04:00:00,5275
2022-07-09 06:00:00,139
2022-07-09 08:00:00,178
2022-07-09 10:00:00,252
2022-07-09 12:00:00,240
2022-07-09 14:00:00,201
2022-07-09 16:00:00,206
2022-07-09 18:00:00,209
2022-07-09 20:00:00,193
2022-07-09 22:00:00,163
2022-07-10 00:00:00,1513
2022-07-10 02:00:00,6249
2022-07-10 04:00:00,5261
2022-07-10 06:00:00,140
2022-07-10 08:00:00,142
2022-07-10 10:00:00,163
2022-07-10 12:00:00,192
2022-07-10 14:00:00,171
2022-07-10 16:00:00,176
2022-07-10 18:00:00,175
2022-07-10 20:00:00,172
2022-07-10 22:00:00,152
2022-07-11 00:00:00,1493
2022-07-11 02:00:00,6231
2022-07-11 04:00:00,5264
2022-07-11 06:00:00,164
2022-07-11 08:00:00,378
2022-07-11 10:00:00,630
2022-07-11 12:00:00,464
2022-07-11 14:00:00,438
2022-07-11 16:00:00,503
2022-07-11 18:00:00,330
2022-07-11 20:00:00,207
2022-07-11 22:00:00,184
2022-07-12 00:00:00,1511
2022-07-12 02:00:00,6291
2022-07-12 04:00:00,5307
2022-07-12 06:00:00,167
2022-07-12 08:00:00,368
2022-07-12 10:00:00,655
2022-07-12 12:00:00,505
2022-07-12 14:00:00,476
2022-07-12 16:00:00,505
2022-07-12 18:00:00,376
2022-07-12 20:00:00,252
2022-07-12 22:00:00,183
2022-07-13 00:00:00,1521
2022-07-13 02:00:00,6300
2022-07-13 04:00:00,5332
2022-07-13 06:00:00,176
2022-07-13 08:00:00,371
2022-07-13 10:00:00,663
2022-07-13 12:00:00,526
2022-07-13 14:00:00,483
2022-07-13 16:00:00,514
2022-07-13 18:00:00,383
2022-07-13 20:00:00,230
2022-07-13 22:00:00,175
2022-07-14 00:00:00,1521
2022-07-14 02:00:00,2979
2022-07-18 10:00:00,1356
2022-07-18 12:00:00,406
2022-07-18 14:00:00,479
2022-07-18 16:00:00,541
2022-07-18 18:00:00,392
2022-07-18 20:00:00,224
2022-07-18 22:00:00,174
2022-07-19 00:00:00,1522
2022-07-19 02:00:00,6329
2022-07-19 04:00:00,5351
2022-07-19 06:00:00,172
2022-07-19 08:00:00,407
2022-07-19 10:00:00,676
2022-07-19 12:00:00,542
2022-07-19 14:00:00,496
2022-07-19 16:00:00,532
2022-07-19 18:00:00,388
2022-07-19 20:00:00,255
2022-07-19 22:00:00,213
2022-07-20 00:00:00,1559
2022-07-20 02:00:00,6369
2022-07-20 04:00:00,5425
2022-07-20 06:00:00,217
2022-07-20 08:00:00,396
2022-07-20 10:00:00,656
2022-07-20 12:00:00,498
2022-07-20 14:00:00,434
2022-07-20 16:00:00,474
2022-07-20 18:00:00,383
2022-07-20 20:00:00,280
2022-07-20 22:00:00,208
2022-07-21 00:00:00,1534
2022-07-21 02:00:00,6367
2022-07-21 04:00:00,5461
2022-07-21 06:00:00,167
2022-07-21 08:00:00,372
2022-07-21 10:00:00,618
2022-07-21 12:00:00,518
2022-07-21 14:00:00,445
2022-07-21 16:00:00,488
2022-07-21 18:00:00,374
2022-07-21 20:00:00,244
2022-07-21 22:00:00,179
2022-07-22 00:00:00,1536
2022-07-22 02:00:00,6328
2022-07-22 04:00:00,5377
2022-07-22 06:00:00,169
2022-07-22 08:00:00,362
2022-07-22 10:00:00,608
2022-07-22 12:00:00,527
2022-07-22 14:00:00,417
2022-07-22 16:00:00,448
2022-07-22 18:00:00,349
2022-07-22 20:00:00,253
2022-07-22 22:00:00,194
2022-07-23 00:00:00,1543
2022-07-23 02:00:00,6340
2022-07-23 04:00:00,5391
2022-07-23 06:00:00,166
2022-07-23 08:00:00,203
2022-07-23 10:00:00,277
2022-07-23 12:00:00,264
2022-07-23 14:00:00,214
2022-07-23 16:00:00,220
2022-07-23 18:00:00,244
2022-07-23 20:00:00,224
2022-07-23 22:00:00,198
2022-07-24 00:00:00,1561
2022-07-24 02:00:00,6323
2022-07-24 04:00:00,5358
2022-07-24 06:00:00,156
2022-07-24 08:00:00,181
2022-07-24 10:00:00,217
2022-07-24 12:00:00,209
2022-07-24 14:00:00,192
2022-07-24 16:00:00,204
2022-07-24 18:00:00,207
2022-07-24 20:00:00,217
2022-07-24 22:00:00,185
2022-07-25 00:00:00,1546
2022-07-25 02:00:00,6398
2022-07-25 04:00:00,5487
2022-07-25 06:00:00,204
2022-07-25 08:00:00,447
2022-07-25 10:00:00,719
2022-07-25 12:00:00,495
2022-07-25 14:00:00,425
2022-07-25 16:00:00,473
2022-07-25 18:00:00,317
2022-07-25 20:00:00,217
2022-07-25 22:00:00,181
2022-07-26 00:00:00,1524
2022-07-26 02:00:00,6343
2022-07-26 04:00:00,5365
2022-07-26 06:00:00,169
2022-07-26 08:00:00,354
2022-07-26 10:00:00,611
2022-07-26 12:00:00,488
2022-07-26 14:00:00,417
2022-07-26 16:00:00,474
2022-07-26 18:00:00,324
2022-07-26 20:00:00,216
2022-07-26 22:00:00,190
2022-07-27 00:00:00,1528
2022-07-27 02:00:00,6336
2022-07-27 04:00:00,5386
2022-07-27 06:00:00,225
2022-07-27 08:00:00,349
2022-07-27 10:00:00,570
2022-07-27 12:00:00,453
2022-07-27 14:00:00,393
2022-07-27 16:00:00,440
2022-07-27 18:00:00,355
2022-07-27 20:00:00,231
2022-07-27 22:00:00,172
2022-07-28 00:00:00,1558
2022-07-28 02:00:00,6379
2022-07-28 04:00:00,5374
2022-07-28 06:00:00,182
2022-07-28 08:00:00,353
2022-07-28 10:00:00,583
2022-07-28 12:00:00,418
2022-07-28 14:00:00,400
2022-07-28 16:00:00,423
2022-07-28 18:00:00,312
2022-07-28 20:00:00,246
2022-07-28 22:00:00,217
2022-07-29 00:00:00,1592
2022-07-29 02:00:00,6378
2022-07-29 04:00:00,5417
2022-07-29 06:00:00,203
2022-07-29 08:00:00,371
2022-07-29 10:00:00,588
2022-07-29 12:00:00,506
2022-07-29 14:00:00,431
2022-07-29 16:00:00,453
2022-07-29 18:00:00,358
2022-07-29 20:00:00,278
2022-07-29 22:00:00,241
2022-07-30 00:00:00,1592
2022-07-30 02:00:00,6395
2022-07-30 04:00:00,5378
2022-07-30 06:00:00,194
2022-07-30 08:00:00,240
2022-07-30 10:00:00,296
2022-07-30 12:00:00,287
2022-07-30 14:00:00,252
2022-07-30 16:00:00,257
2022-07-30 18:00:00,262
2022-07-30 20:00:00,255
2022-07-30 22:00:00,214
2022-07-31 00:00:00,1578
2022-07-31 02:00:00,6348
2022-07-31 04:00:00,5359
2022-07-31 06:00:00,193
2022-07-31 08:00:00,206
2022-07-31 10:00:00,229
2022-07-31 12:00:00,238
2022-07-31 14:00:00,228
2022-07-31 16:00:00,226
2022-07-31 18:00:00,257
2022-07-31 20:00:00,252
2022-07-31 22:00:00,223
2022-08-01 00:00:00,1589
2022-08-01 02:00:00,6326
2022-08-01 04:00:00,5342
2022-08-01 06:00:00,218
2022-08-01 08:00:00,387
2022-08-01 10:00:00,599
2022-08-01 12:00:00,492
2022-08-01 14:00:00,424
2022-08-01 16:00:00,447
2022-08-01 18:00:00,335
2022-08-01 20:00:00,255
2022-08-01 22:00:00,218
2022-08-02 00:00:00,1596
2022-08-02 02:00:00,6382
2022-08-02 04:00:00,5433
2022-08-02 06:00:00,216
2022-08-02 08:00:00,363
2022-08-02 10:00:00,590
2022-08-02 12:00:00,485
2022-08-02 14:00:00,418
2022-08-02 16:00:00,444
2022-08-02 18:00:00,355
2022-08-02 20:00:00,266
2022-08-02 22:00:00,218
2022-08-03 00:00:00,1587
2022-08-03 02:00:00,6407
2022-08-03 04:00:00,5382
2022-08-03 06:00:00,210
2022-08-03 08:00:00,361
2022-08-03 10:00:00,531
2022-08-03 12:00:00,452
2022-08-03 14:00:00,412
2022-08-03 16:00:00,436
2022-08-03 18:00:00,351
2022-08-03 20:00:00,263
2022-08-03 22:00:00,231
2022-08-04 00:00:00,1639
2022-08-04 02:00:00,6417
2022-08-04 04:00:00,5422
2022-08-04 06:00:00,207
2022-08-04 08:00:00,349
2022-08-04 10:00:00,626
2022-08-04 12:00:00,454
2022-08-04 14:00:00,405
2022-08-04 16:00:00,455
2022-08-04 18:00:00,370
2022-08-04 20:00:00,276
2022-08-04 22:00:00,234
2022-08-05 00:00:00,1612
2022-08-05 02:00:00,6589
2022-08-05 04:00:00,6903
2022-08-05 06:00:00,1980
2022-08-05 08:00:00,1952
2022-08-05 10:00:00,1603
2022-08-05 12:00:00,1074
2022-08-05 14:00:00,784
2022-08-05 16:00:00,507
2022-08-05 18:00:00,360
2022-08-05 20:00:00,285
2022-08-05 22:00:00,225
2022-08-06 00:00:00,1590
2022-08-06 02:00:00,6397
2022-08-06 04:00:00,5451
2022-08-06 06:00:00,210
2022-08-06 08:00:00,244
2022-08-06 10:00:00,304
2022-08-06 12:00:00,314
2022-08-06 14:00:00,271
2022-08-06 16:00:00,264
2022-08-06 18:00:00,260
2022-08-06 20:00:00,255
2022-08-06 22:00:00,229
2022-08-07 00:00:00,1589
2022-08-07 02:00:00,6355
2022-08-07 04:00:00,5379
2022-08-07 06:00:00,193
2022-08-07 08:00:00,212
2022-08-07 10:00:00,230
2022-08-07 12:00:00,237
2022-08-07 14:00:00,233
2022-08-07 16:00:00,231
2022-08-07 18:00:00,248
2022-08-07 20:00:00,268
2022-08-07 22:00:00,217
2022-08-08 00:00:00,1596
2022-08-08 02:00:00,6347
2022-08-08 04:00:00,5355
2022-08-08 06:00:00,210
2022-08-08 08:00:00,363
2022-08-08 10:00:00,511
2022-08-08 12:00:00,402
2022-08-08 14:00:00,367
2022-08-08 16:00:00,426
2022-08-08 18:00:00,338
2022-08-08 20:00:00,247
2022-08-08 22:00:00,249
2022-08-09 00:00:00,1587
2022-08-09 02:00:00,6388
2022-08-09 04:00:00,5396
2022-08-09 06:00:00,213
2022-08-09 08:00:00,354
2022-08-09 10:00:00,513
2022-08-09 12:00:00,420
2022-08-09 14:00:00,397
2022-08-09 16:00:00,422
2022-08-09 18:00:00,348
2022-08-09 20:00:00,255
2022-08-09 22:00:00,181
2022-08-10 00:00:00,1540
2022-08-10 02:00:00,6349
2022-08-10 04:00:00,5350
2022-08-10 06:00:00,165
2022-08-10 08:00:00,319
2022-08-10 10:00:00,471
2022-08-10 12:00:00,382
2022-08-10 14:00:00,345
2022-08-10 16:00:00,357
2022-08-10 18:00:00,305
2022-08-10 20:00:00,226
2022-08-10 22:00:00,179
2022-08-11 00:00:00,1555
2022-08-11 02:00:00,6340
2022-08-11 04:00:00,5355
2022-08-11 06:00:00,165
2022-08-11 08:00:00,296
2022-08-11 10:00:00,467
2022-08-11 12:00:00,396
2022-08-11 14:00:00,360
2022-08-11 16:00:00,379
2022-08-11 18:00:00,320
2022-08-11 20:00:00,247
2022-08-11 22:00:00,188
2022-08-12 00:00:00,1561
2022-08-12 02:00:00,6364
2022-08-12 04:00:00,5368
2022-08-12 06:00:00,161
2022-08-12 08:00:00,272
2022-08-12 10:00:00,419
2022-08-12 12:00:00,354
2022-08-12 14:00:00,322
2022-08-12 16:00:00,349
2022-08-12 18:00:00,298
2022-08-12 20:00:00,230
2022-08-12 22:00:00,182
2022-08-13 00:00:00,1552
2022-08-13 02:00:00,6328
2022-08-13 04:00:00,5353
2022-08-13 06:00:00,155
2022-08-13 08:00:00,192
2022-08-13 10:00:00,250
2022-08-13 12:00:00,239
2022-08-13 14:00:00,218
2022-08-13 16:00:00,222
2022-08-13 18:00:00,236
2022-08-13 20:00:00,220
2022-08-13 22:00:00,182
2022-08-14 00:00:00,1558
2022-08-14 02:00:00,6333
2022-08-14 04:00:00,5330
2022-08-14 06:00:00,158
2022-08-14 08:00:00,202
2022-08-14 10:00:00,237
2022-08-14 12:00:00,229
2022-08-14 14:00:00,216
2022-08-14 16:00:00,216
2022-08-14 18:00:00,228
2022-08-14 20:00:00,222
2022-08-14 22:00:00,174
2022-08-15 00:00:00,1560
2022-08-15 02:00:00,6285
2022-08-15 04:00:00,5301
2022-08-15 06:00:00,157
2022-08-15 08:00:00,200
2022-08-15 10:00:00,231
2022-08-15 12:00:00,226
2022-08-15 14:00:00,203
2022-08-15 16:00:00,209
2022-08-15 18:00:00,200
2022-08-15 20:00:00,195
2022-08-15 22:00:00,163
2022-08-16 00:00:00,1550
2022-08-16 02:00:00,6303
2022-08-16 04:00:00,5284
2022-08-16 06:00:00,169
2022-08-16 08:00:00,363
2022-08-16 10:00:00,532
2022-08-16 12:00:00,400
2022-08-16 14:00:00,358
2022-08-16 16:00:00,376
2022-08-16 18:00:00,299
2022-08-16 20:00:00,220
2022-08-16 22:00:00,181
2022-08-17 00:00:00,1569
2022-08-17 02:00:00,6380
2022-08-17 04:00:00,5350
2022-08-17 06:00:00,203
2022-08-17 08:00:00,370
2022-08-17 10:00:00,470

