Time;opctyngrppub01 : Actives;anomalie
09/04/2022 04:00;4886;0
09/04/2022 06:00;163;0
09/04/2022 08:00;209;0
09/04/2022 10:00;287;0
09/04/2022 12:00;276;0
09/04/2022 14:00;241;0
09/04/2022 16:00;278;0
09/04/2022 18:00;253;0
09/04/2022 20:00;215;0
09/04/2022 22:00;180;0
10/04/2022 00:00;1365;0
10/04/2022 02:00;5683;0
10/04/2022 04:00;4840;0
10/04/2022 06:00;155;0
10/04/2022 08:00;168;0
10/04/2022 10:00;198;0
10/04/2022 12:00;213;0
10/04/2022 14:00;191;0
10/04/2022 16:00;198;0
10/04/2022 18:00;215;0
10/04/2022 20:00;197;0
10/04/2022 22:00;168;0
11/04/2022 00:00;1353;0
11/04/2022 02:00;5681;0
11/04/2022 04:00;4822;0
11/04/2022 06:00;197;0
11/04/2022 08:00;419;0
11/04/2022 10:00;632;0
11/04/2022 12:00;482;0
11/04/2022 14:00;460;0
11/04/2022 16:00;510;0
11/04/2022 18:00;341;0
11/04/2022 20:00;219;0
11/04/2022 22:00;208;0
12/04/2022 00:00;1366;0
12/04/2022 02:00;5717;0
12/04/2022 04:00;4898;0
12/04/2022 06:00;202;0
12/04/2022 08:00;383;0
12/04/2022 10:00;668;0
12/04/2022 12:00;561;0
12/04/2022 14:00;496;0
12/04/2022 16:00;512;0
12/04/2022 18:00;364;0
12/04/2022 20:00;231;0
12/04/2022 22:00;188;0
13/04/2022 00:00;1384;0
13/04/2022 02:00;5735;0
13/04/2022 04:00;4914;0
13/04/2022 06:00;204;0
13/04/2022 08:00;374;0
13/04/2022 10:00;619;0
13/04/2022 12:00;503;0
13/04/2022 14:00;488;0
13/04/2022 16:00;527;0
13/04/2022 18:00;362;0
13/04/2022 20:00;223;0
13/04/2022 22:00;185;0
14/04/2022 00:00;1387;0
14/04/2022 02:00;5757;0
14/04/2022 04:00;4914;0
14/04/2022 06:00;200;0
14/04/2022 08:00;383;0
14/04/2022 10:00;633;0
14/04/2022 12:00;531;0
14/04/2022 14:00;460;0
14/04/2022 16:00;485;0
14/04/2022 18:00;370;0
14/04/2022 20:00;235;0
14/04/2022 22:00;194;0
15/04/2022 00:00;1391;0
15/04/2022 02:00;5743;0
15/04/2022 04:00;4901;0
15/04/2022 06:00;190;0
15/04/2022 08:00;356;0
15/04/2022 10:00;590;0
15/04/2022 12:00;499;0
15/04/2022 14:00;422;0
15/04/2022 16:00;424;0
15/04/2022 18:00;325;0
15/04/2022 20:00;239;0
15/04/2022 22:00;186;0
16/04/2022 00:00;1386;0
16/04/2022 02:00;5739;0
16/04/2022 04:00;4907;0
16/04/2022 06:00;166;0
16/04/2022 08:00;211;0
16/04/2022 10:00;285;0
16/04/2022 12:00;272;0
16/04/2022 14:00;240;0
16/04/2022 16:00;249;0
16/04/2022 18:00;257;0
16/04/2022 20:00;216;0
16/04/2022 22:00;178;0
17/04/2022 00:00;1388;0
17/04/2022 02:00;5706;0
17/04/2022 04:00;4863;0
17/04/2022 06:00;171;0
17/04/2022 08:00;171;0
17/04/2022 10:00;204;0
17/04/2022 12:00;216;0
17/04/2022 14:00;193;0
17/04/2022 16:00;196;0
17/04/2022 18:00;215;0
17/04/2022 20:00;192;0
17/04/2022 22:00;176;0
18/04/2022 00:00;1380;0
18/04/2022 02:00;5726;0
18/04/2022 04:00;4871;0
18/04/2022 06:00;170;0
18/04/2022 08:00;181;0
18/04/2022 10:00;221;0
18/04/2022 12:00;228;0
18/04/2022 14:00;211;0
18/04/2022 16:00;208;0
18/04/2022 18:00;211;0
18/04/2022 20:00;197;0
18/04/2022 22:00;168;0
19/04/2022 00:00;1377;0
19/04/2022 02:00;5694;0
19/04/2022 04:00;4859;0
19/04/2022 06:00;193;0
19/04/2022 08:00;410;0
19/04/2022 10:00;829;0
19/04/2022 12:00;1206;0
19/04/2022 14:00;2106;1
19/04/2022 16:00;1360;1
19/04/2022 18:00;362;0
19/04/2022 20:00;224;0
19/04/2022 22:00;173;0
20/04/2022 00:00;1383;0
20/04/2022 02:00;5760;0
20/04/2022 04:00;4923;0
20/04/2022 06:00;195;0
20/04/2022 08:00;380;0
20/04/2022 10:00;625;0
20/04/2022 12:00;471;0
20/04/2022 14:00;410;0
20/04/2022 16:00;455;0
20/04/2022 18:00;345;0
20/04/2022 20:00;223;0
20/04/2022 22:00;181;0
21/04/2022 00:00;1392;0
21/04/2022 02:00;5764;0
21/04/2022 04:00;4917;0
21/04/2022 06:00;185;0
21/04/2022 08:00;381;0
21/04/2022 10:00;634;0
21/04/2022 12:00;497;0
21/04/2022 14:00;464;0
21/04/2022 16:00;477;0
21/04/2022 18:00;338;0
21/04/2022 20:00;227;0
21/04/2022 22:00;178;0
22/04/2022 00:00;1403;0
22/04/2022 02:00;5804;0
22/04/2022 04:00;4938;0
22/04/2022 06:00;192;0
22/04/2022 08:00;365;0
22/04/2022 10:00;579;0
22/04/2022 12:00;461;0
22/04/2022 14:00;419;0
22/04/2022 16:00;470;0
22/04/2022 18:00;347;0
22/04/2022 20:00;230;0
22/04/2022 22:00;174;0
23/04/2022 00:00;1388;0
23/04/2022 02:00;5754;0
23/04/2022 04:00;4936;0
23/04/2022 06:00;163;0
23/04/2022 08:00;206;0
23/04/2022 10:00;293;0
23/04/2022 12:00;293;0
23/04/2022 14:00;259;0
23/04/2022 16:00;253;0
23/04/2022 18:00;259;0
23/04/2022 20:00;217;0
23/04/2022 22:00;180;0
24/04/2022 00:00;1399;0
24/04/2022 02:00;5753;0
24/04/2022 04:00;4882;0
24/04/2022 06:00;165;0
24/04/2022 08:00;187;0
24/04/2022 10:00;204;0
24/04/2022 12:00;217;0
24/04/2022 14:00;198;0
24/04/2022 16:00;207;0
24/04/2022 18:00;216;0
24/04/2022 20:00;196;0
24/04/2022 22:00;173;0
25/04/2022 00:00;1390;0
25/04/2022 02:00;5731;0
25/04/2022 04:00;4878;0
25/04/2022 06:00;200;0
25/04/2022 08:00;450;0
25/04/2022 10:00;665;0
25/04/2022 12:00;480;0
25/04/2022 14:00;448;0
25/04/2022 16:00;509;0
25/04/2022 18:00;367;0
25/04/2022 20:00;233;0
25/04/2022 22:00;171;0
26/04/2022 00:00;1401;0
26/04/2022 02:00;5798;0
26/04/2022 04:00;4948;0
26/04/2022 06:00;196;0
26/04/2022 08:00;398;0
26/04/2022 10:00;1769;1
26/04/2022 12:00;802;0
26/04/2022 14:00;495;0
26/04/2022 16:00;560;0
26/04/2022 18:00;399;0
26/04/2022 20:00;227;0
26/04/2022 22:00;185;0
27/04/2022 00:00;1406;0
27/04/2022 02:00;5819;0
27/04/2022 04:00;4949;0
27/04/2022 06:00;203;0
27/04/2022 08:00;396;0
27/04/2022 10:00;649;0
27/04/2022 12:00;524;0
27/04/2022 14:00;480;0
27/04/2022 16:00;513;0
27/04/2022 18:00;368;0
27/04/2022 20:00;221;0
27/04/2022 22:00;186;0
28/04/2022 00:00;1409;0
28/04/2022 02:00;5843;0
28/04/2022 04:00;4937;0
28/04/2022 06:00;197;0
28/04/2022 08:00;393;0
28/04/2022 10:00;639;0
28/04/2022 12:00;514;0
28/04/2022 14:00;495;0
28/04/2022 16:00;516;0
28/04/2022 18:00;369;0
28/04/2022 20:00;255;0
28/04/2022 22:00;224;0
29/04/2022 00:00;1422;0
29/04/2022 02:00;5859;0
29/04/2022 04:00;4964;0
29/04/2022 06:00;208;0
29/04/2022 08:00;376;0
29/04/2022 10:00;650;0
29/04/2022 12:00;530;0
29/04/2022 14:00;452;0
29/04/2022 16:00;475;0
29/04/2022 18:00;359;0
29/04/2022 20:00;235;0
29/04/2022 22:00;187;0
30/04/2022 00:00;1415;0
30/04/2022 02:00;5833;0
30/04/2022 04:00;4942;0
30/04/2022 06:00;175;0
30/04/2022 08:00;210;0
30/04/2022 10:00;289;0
30/04/2022 12:00;288;0
30/04/2022 14:00;239;0
30/04/2022 16:00;240;0
30/04/2022 18:00;254;0
30/04/2022 20:00;224;0
30/04/2022 22:00;181;0
01/05/2022 00:00;1409;0
01/05/2022 02:00;5803;0
01/05/2022 04:00;4919;0
01/05/2022 06:00;166;0
01/05/2022 08:00;191;0
01/05/2022 10:00;251;0
01/05/2022 12:00;258;0
01/05/2022 14:00;235;0
01/05/2022 16:00;238;0
01/05/2022 18:00;245;0
01/05/2022 20:00;237;0
01/05/2022 22:00;223;0
02/05/2022 00:00;1450;0
02/05/2022 02:00;5853;0
02/05/2022 04:00;4964;0
02/05/2022 06:00;247;0
02/05/2022 08:00;473;0
02/05/2022 10:00;677;0
02/05/2022 12:00;510;0
02/05/2022 14:00;473;0
02/05/2022 16:00;517;0
02/05/2022 18:00;391;0
02/05/2022 20:00;256;0
02/05/2022 22:00;226;0
03/05/2022 00:00;1467;0
03/05/2022 02:00;5883;0
03/05/2022 04:00;5006;0
03/05/2022 06:00;239;0
03/05/2022 08:00;435;0
03/05/2022 10:00;701;0
03/05/2022 12:00;551;0
03/05/2022 14:00;509;0
03/05/2022 16:00;569;0
03/05/2022 18:00;416;0
03/05/2022 20:00;283;0
03/05/2022 22:00;264;0
04/05/2022 00:00;1465;0
04/05/2022 02:00;5901;0
04/05/2022 04:00;5042;0
04/05/2022 06:00;246;0
04/05/2022 08:00;435;0
04/05/2022 10:00;658;0
04/05/2022 12:00;495;0
04/05/2022 14:00;489;0
04/05/2022 16:00;527;0
04/05/2022 18:00;404;0
04/05/2022 20:00;274;0
04/05/2022 22:00;236;0
05/05/2022 00:00;1467;0
05/05/2022 02:00;5922;0
05/05/2022 04:00;5061;0
05/05/2022 06:00;248;0
05/05/2022 08:00;434;0
05/05/2022 10:00;681;0
05/05/2022 12:00;538;0
05/05/2022 14:00;502;0
05/05/2022 16:00;566;0
05/05/2022 18:00;414;0
05/05/2022 20:00;260;0
05/05/2022 22:00;180;0
06/05/2022 00:00;1420;0
06/05/2022 02:00;5888;0
06/05/2022 04:00;5013;0
06/05/2022 06:00;193;0
06/05/2022 08:00;374;0
06/05/2022 10:00;620;0
06/05/2022 12:00;518;0
06/05/2022 14:00;430;0
06/05/2022 16:00;464;0
06/05/2022 18:00;329;0
06/05/2022 20:00;235;0
06/05/2022 22:00;187;0
07/05/2022 00:00;1422;0
07/05/2022 02:00;5889;0
07/05/2022 04:00;4987;0
07/05/2022 06:00;168;0
07/05/2022 08:00;205;0
07/05/2022 10:00;286;0
07/05/2022 12:00;256;0
07/05/2022 14:00;227;0
07/05/2022 16:00;236;0
07/05/2022 18:00;224;0
07/05/2022 20:00;198;0
07/05/2022 22:00;170;0
08/05/2022 00:00;1419;0
08/05/2022 02:00;5870;0
08/05/2022 04:00;4964;0
08/05/2022 06:00;159;0
08/05/2022 08:00;173;0
08/05/2022 10:00;208;0
08/05/2022 12:00;214;0
08/05/2022 14:00;192;0
08/05/2022 16:00;193;0
08/05/2022 18:00;200;0
08/05/2022 20:00;188;0
08/05/2022 22:00;172;0
09/05/2022 00:00;1420;0
09/05/2022 02:00;5827;0
09/05/2022 04:00;4959;0
09/05/2022 06:00;202;0
09/05/2022 08:00;419;0
09/05/2022 10:00;680;0
09/05/2022 12:00;520;0
09/05/2022 14:00;483;0
09/05/2022 16:00;493;0
09/05/2022 18:00;312;0
09/05/2022 20:00;183;0
09/05/2022 22:00;1632;1
10/05/2022 00:00;1530;0
10/05/2022 02:00;5827;0
10/05/2022 04:00;4964;0
10/05/2022 06:00;153;0
10/05/2022 08:00;354;0
10/05/2022 10:00;546;0
10/05/2022 12:00;454;0
10/05/2022 14:00;431;0
10/05/2022 16:00;436;0
10/05/2022 18:00;292;0
10/05/2022 20:00;183;0
10/05/2022 22:00;152;0
11/05/2022 00:00;1387;0
11/05/2022 02:00;5880;0
11/05/2022 04:00;5014;0
11/05/2022 06:00;146;0
11/05/2022 08:00;351;0
11/05/2022 10:00;594;0
11/05/2022 12:00;456;0
11/05/2022 14:00;378;0
11/05/2022 16:00;395;0
11/05/2022 22:00;165;0
12/05/2022 00:00;1391;0
12/05/2022 02:00;5866;0
12/05/2022 04:00;5026;0
12/05/2022 06:00;151;0
12/05/2022 08:00;339;0
12/05/2022 10:00;567;0
12/05/2022 12:00;433;0
12/05/2022 14:00;407;0
12/05/2022 16:00;429;0
12/05/2022 18:00;296;0
12/05/2022 20:00;193;0
12/05/2022 22:00;207;0
13/05/2022 00:00;1395;0
13/05/2022 02:00;5874;0
13/05/2022 04:00;5027;0
13/05/2022 06:00;153;0
13/05/2022 08:00;333;0
13/05/2022 10:00;562;0
13/05/2022 12:00;428;0
13/05/2022 14:00;399;0
13/05/2022 16:00;402;0
13/05/2022 18:00;291;0
13/05/2022 20:00;191;0
13/05/2022 22:00;143;0
14/05/2022 00:00;1396;0
14/05/2022 02:00;5882;0
14/05/2022 04:00;5019;0
14/05/2022 06:00;131;0
14/05/2022 08:00;168;0
14/05/2022 10:00;243;0
14/05/2022 12:00;231;0
14/05/2022 14:00;196;0
14/05/2022 16:00;196;0
14/05/2022 18:00;201;0
14/05/2022 20:00;169;0
14/05/2022 22:00;135;0
15/05/2022 00:00;1399;0
15/05/2022 02:00;5868;0
15/05/2022 04:00;5023;0
15/05/2022 06:00;127;0
15/05/2022 08:00;141;0
15/05/2022 10:00;168;0
15/05/2022 12:00;182;0
15/05/2022 14:00;152;0
15/05/2022 16:00;166;0
15/05/2022 18:00;186;0
15/05/2022 20:00;174;0
15/05/2022 22:00;158;0
16/05/2022 00:00;1394;0
16/05/2022 02:00;5816;0
16/05/2022 04:00;4979;0
16/05/2022 06:00;162;0
16/05/2022 08:00;400;0
16/05/2022 10:00;630;0
16/05/2022 12:00;433;0
16/05/2022 14:00;409;0
16/05/2022 16:00;419;0
16/05/2022 18:00;287;0
16/05/2022 20:00;179;0
16/05/2022 22:00;143;0
17/05/2022 00:00;1410;0
17/05/2022 02:00;7064;1
17/05/2022 04:00;6620;1
17/05/2022 06:00;154;0
17/05/2022 08:00;349;0
17/05/2022 10:00;570;0
17/05/2022 12:00;431;0
17/05/2022 14:00;401;0
17/05/2022 16:00;433;0
17/05/2022 18:00;303;0
17/05/2022 20:00;199;0
17/05/2022 22:00;154;0
18/05/2022 00:00;1395;0
18/05/2022 02:00;5943;0
18/05/2022 04:00;5119;0
18/05/2022 06:00;158;0
18/05/2022 08:00;347;0
18/05/2022 10:00;571;0
18/05/2022 12:00;430;0
18/05/2022 14:00;389;0
18/05/2022 16:00;462;0
